,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,business_ref
95496,JqdST5dN1o3kjNqjWBaKhA,"""Yellow Café""",Morningside,"""172 Morningside Rd""",Edinburgh,EDH,EH10 4AX,55.9294509888,-3.2093119620999997,4.5,4,1,Mediterranean;Restaurants,95496
95546,-nYSjgX6l3YIDCRqIM79bA,"""Passorn""",New Town,"""97 Hanover Street""",Edinburgh,EDH,EH2,55.954513799999994,-3.1977882999999996,3.5,3,1,Restaurants;Thai,95546
95693,xkfXBsu4TmwKpWoNBLruiA,"""NY Bagel Deli""",,"""3725 Medina Rd, Ste 115""",Medina,OH,44256,41.1379706,-81.8213534,3.5,43,1,Sandwiches;Restaurants;Bagels;Food;Salad,95693
95774,0oQ5RDqYpe8lxCsDyzEQSQ,"""Clarinda's Tea Room""",Royal Mile,"""69 Canongate""",Edinburgh,EDH,EH8 8BS,55.952361200000006,-3.1763916,4.0,35,1,Tea Rooms;British;Coffee & Tea;Food;Restaurants,95774
95905,Q0fcX_1wvdmffqEPa246rg,"""The Witchery By The Castle""",Old Town,"""352 Castlehill""",Edinburgh,EDH,EH1 2NF,55.9487885,-3.1956276000000003,3.5,179,1,British;Restaurants;Hotels & Travel,95905
95959,Yid1IWRGWJw1qIHPsmUXaQ,"""B&D's Kitchen""",Haymarket,"""214 Dalry Road""",Edinburgh,MLN,EH11 2ES,55.940560999999995,-3.2244252999999996,5.0,8,1,Cantonese;Shopping;Chinese;Caterers;Event Planning & Services;Restaurants;Art Galleries;Arts & Entertainment,95959
95975,2HMvoTz_hw0noLzBWmyxcA,"""Hendersons""",New Town,"""94 Hanover Street""",Edinburgh,EDH,EH2 1DR,55.95451189999999,-3.1974251000000002,3.5,85,1,Delis;Vegetarian;Restaurants,95975
95984,8bf9uFKNIccP1MPjY3b5BA,"""Spud U Like""",New Town,"""Princes Mall, Princes Street""",Edinburgh,EDH,EH2 2AN,55.9532583,-3.1905764,3.0,4,1,Fast Food;Restaurants,95984
96019,4aFAN5aS0Y873KNhBlkAvQ,"""Chiquito""",,"""Unit A3E North Quarter, Fort Kinnaird Shopping Centre""",Edinburgh,EDH,EH15 3RD,55.9348657424,-3.1054819188,3.0,4,1,Mexican;Tex-Mex;Restaurants,96019
96055,lCl_-LHbb5QTSvac-HQHEw,"""Papa John's Pizza""",,"""500 S Court St""",Medina,OH,44256,41.1339769,-81.86368320000001,3.0,4,1,Restaurants;Pizza,96055
96106,sTcnp_Z5XBUE0dswl-VcvQ,"""Pizza Hut""",Old Town,"""46 North Bridge""",Edinburgh,EDH,EH1 1QN,55.9504813,-3.188013,2.5,11,1,Pizza;Fast Food;Restaurants,96106
96564,lM235jZCKjl4zagCW3F2ng,"""The Rabbie Burns""",Royal Mile,"""103 High Street""",Edinburgh,EDH,EH1 1SG,55.95054770000001,-3.1861077,3.0,26,1,Bars;Restaurants;British;Nightlife,96564
96708,CHrH99pDvs_jPA22o1xBAA,"""Omar Khayyam""",West End,"""1 Grosvenor Street""",Edinburgh,EDH,EH12 5ED,55.9466268857,-3.2164285454000003,4.5,22,1,Indian;Restaurants;Fast Food,96708
96775,JiMQU6mcn9jGTUOHws2Hew,"""Khushi Restaurant""",New Town,"""32c Broughton Street""",Edinburgh,EDH,EH1 3SB,55.958098899999996,-3.1899081000000002,3.5,3,0,Restaurants;Asian Fusion;Indian;Pakistani,96775
96779,cYVG7yZaDQb5t_bqzCFSnQ,"""Cucina""",Old Town,"""G&V Royal Mile Hotel, George IV Bridge""",Edinburgh,EDH,EH1 1AD,55.94907560000001,-3.1924811,3.5,16,1,Brasseries;Italian;Modern European;Restaurants,96779
96949,nRxxLh1qeMBsKOaFvcQOqQ,"""Chinois China China""",New Town,"""Unit 4A Omni Center, Greenside Place""",Edinburgh,EDH,EH1 3AJ,55.9571118,-3.1850129000000003,3.0,5,0,Restaurants;Chinese;Buffets,96949
97260,gFsGZZtp5DIky5ZK091sdw,"""Yum Yum""",Old Town,"""Fleshmarket Close""",Edinburgh,EDH,EH1 1,55.950019999999995,-3.18865,3.5,3,1,Restaurants;Fast Food,97260
97304,QNhXQmriL6r2W_VrsUmEMg,"""The Pakora Bar""",New Town,"""96 Hanover Street""",Edinburgh,EDH,EH2 1DR,55.954362800000006,-3.1977449,5.0,12,1,Restaurants;Fast Food;Indian,97304
97342,GqAhzWm6XkUVdJ9pK1lTPw,"""Café Truva""",Leith,"""77 Shore""",Edinburgh,EDH,EH6 6RG,55.974936899999996,-3.1721734,4.0,16,1,Turkish;Coffee & Tea;Restaurants;Food,97342
97611,5XPHJBu3KrCKiaf_X4kQtA,"""Herbie Of Edinburgh""",Stockbridge,"""66 Raeburn Place Stockbridge""",Edinburgh,EDH,EH4 1HJ,55.959229,-3.212757,4.0,6,1,Delis;Food;Restaurants;Beer;Wine & Spirits,97611
97955,LtL8MWKVWZiMmw771XT-ZA,"""Wongs""",,"""221 Saint John's Road, Corstorphine""",Edinburgh,EDH,EH12 7UU,55.942985,-3.2868454,4.0,4,1,Restaurants;Chinese;Thai,97955
98182,eJf4aqhGIJ20ni0AVoAKLA,"""Tea Tree Tea""",Old Town,"""13 Bread Street, Old Town""",Edinburgh,EDH,EH3 9AL,55.945889199999996,-3.2048338,4.5,20,0,Sandwiches;Food;Coffee & Tea;Restaurants,98182
98183,hbRZTUahy4egjT0ym0N3Ng,"""McCowans Brewhouse""",,"""134 Dundee Street""",Edinburgh,EDH,EH11 1AJ,55.940953238,-3.2176631944,3.5,23,1,Restaurants;Gastropubs;Pubs;British;Bars;Nightlife,98183
98319,Tc4GybffWam6ASJEt8w6xg,"""Tony Macaroni""",New Town,"""OmniCentre Edinburgh""",Edinburgh,EDH,EH1 3AA,55.9571118,-3.1850129000000003,3.5,7,1,Italian;Restaurants,98319
98367,nzp3rYFWztmfGPwd42M7XQ,"""Mr Hot Potato""",,"""12 Wolseley Place""",Edinburgh,EDH,EH8 7AD,55.954984268800004,-3.1509937948,4.0,8,1,Restaurants;British;Do-It-Yourself Food;Fast Food;Food,98367
98387,x64dM3knbg7DxSMGHbi3Rg,"""Edinburgh Coffee Cake""",Newington,"""18 S Clerk Street""",Edinburgh,EDH,EH8 9PR,55.9405699,-3.1808631000000003,5.0,8,1,Food;Patisserie/Cake Shop;Restaurants;Cafes;Coffee & Tea;Desserts,98387
98459,RjHAoYgI0y5m2_xEn1hcaA,"""No 39""",Marchmont,"""39 Argyle Place""",Edinburgh,EDH,EH9 1JT,55.939347700000006,-3.1916455000000004,3.5,10,0,Restaurants;Sandwiches;Food;Coffee & Tea,98459
98607,Xb2e9svDYHH7KhcuAD1jbg,"""Doctors""",Old Town,"""32 Forrest Rd""",Edinburgh,EDH,EH1 2QN,55.945529500000006,-3.1909749,3.0,45,1,Restaurants;Gastropubs;Bars;Pubs;Nightlife,98607
98689,m1fO89Ka05EDd4Y0SNCQ3Q,"""Ramada Edinburgh Mount Royal""",New Town,"""53 Princes St""",Edinburgh,EDH,EH2 2DG,55.952655500000006,-3.1944956,3.5,6,1,Event Planning & Services;Hotels & Travel;Restaurants;Hotels;Brasseries,98689
98783,BeY94wG0CsSfxoFxvy7pMA,"""Pavilion Cafe""",The Meadows,"""Jawbone Walk, Melville Drive""",Edinburgh,EDH,EH9 1JU,55.9406079304,-3.1946666297000004,4.0,11,1,Sandwiches;Food;Coffee & Tea;Restaurants,98783
98823,7clfykpzt8ZBUgj0jqHxng,"""Bluerapa Thai""",West End,"""6 Torphichen Place""",Edinburgh,EDH,EH3 8DU,55.946538403299996,-3.2141058647000005,4.0,13,1,Thai;Restaurants,98823
98994,RiPhiTDvmhqlF9BYWv8mtA,"""Red Fort""",Newington,"""10 Drummond Street""",Edinburgh,EDH,EH8 9TU,55.9471939,-3.1854832,4.0,37,1,Buffets;Indian;Restaurants;Fast Food,98994
99044,9MVPBYJznSCuABEOk4AVNg,"""Morningside Glory""",Morningside,"""1 Comiston Road""",Edinburgh,EDH,EH10 6AA,55.9246024,-3.209561,3.5,11,1,Gastropubs;Nightlife;Pubs;Restaurants;Bars,99044
99107,RF2BJI7MyKC-p5a2a1OEaQ,"""Kilted Lobster""",Stockbridge,"""112 St Stephen Street""",Edinburgh,EDH,EH3 5AD,55.9585399,-3.2049658,4.0,8,1,Restaurants;Seafood,99107
99166,1uZO2IigAzxec9rLugftSg,"""Italian Connection""",Bruntsfield,"""84 Bruntsfield Place""",Edinburgh,EDH,EH10 4HG,55.93762099999999,-3.206552,3.0,10,1,Italian;Restaurants,99166
99234,SmMPLkmGfaH0TKWN5PiqjQ,"""Henrick's Bar""",Bruntsfield,"""1-3 Barclay Place""",Edinburgh,EDH,EH10 4HW,55.94032239999999,-3.2041833,4.0,25,1,Gastropubs;Restaurants;Bars;Nightlife,99234
99352,Q1XCsLlyXZJU0ZjuVCcM4A,"""Cafe Rouge - Edinburgh""",New Town,"""43 Frederick Street""",Edinburgh,EDH,EH2 1EP,55.953712,-3.200316,3.5,20,1,French;Food;Restaurants;Coffee & Tea,99352
99372,nQ_bo9d_CeO4gf19vly5bw,"""Thaisanuk Restaurant""",,"""142-144 Dalkeith Road""",Edinburgh,EDH,EH16 5HG,55.9349907,-3.1685978,2.0,7,1,Restaurants;Thai;Food,99372
99404,OIUhovH5-RuX5LsEw-a8kA,"""The Scotch Malt Whisky Society""",Leith,"""87 Giles Street, Leith""",Edinburgh,EDH,EH6 6BZ,55.973206999999995,-3.172269,5.0,26,1,Whiskey Bars;Social Clubs;Arts & Entertainment;Nightlife;British;Restaurants;Beer;Wine & Spirits;Bars;Food;Scottish,99404
99417,SpTBdWHuqpX-fXpPANHsJA,"""The Castle Cafe""",Old Town,"""555 Castle Hill""",Edinburgh,EDH,EH1 2ND,55.9489951,-3.195634,3.5,5,1,Italian;Restaurants;Scottish,99417
99455,hBRJ2WMUlEloi3yaSMscpg,"""Prezzo""",Old Town,"""7-9 North Bridge""",Edinburgh,EDH,EH1 1SB,55.9507882,-3.1874407000000002,2.5,13,1,Italian;Restaurants,99455
99465,oKPcpFXrvfNCl0vuGao2LQ,"""Ryrie's Bar""",West End,"""1 Haymarket Terrace""",Edinburgh,EDH,EH12 5EY,55.945836,-3.217286,3.5,14,1,Nightlife;Restaurants;Breweries;Food;British;Coffee & Tea;Bars;Pubs,99465
99495,mVZoin0a8uTZgLsgJ9iNDQ,"""The Grain Store""",Grassmarket,"""30 Victoria Street""",Edinburgh,EDH,EH1 2JW,55.948598200000006,-3.194307,4.5,47,1,British;Bars;French;Restaurants;Scottish;Nightlife;Modern European,99495
99537,OeVxlDejZ5cmS-0hNyrhFg,"""Grow Wild Organic Foods""",,"""Unit 8 Block 3 Whiteside Industrial Estate, Bathgate, West Lothian""",Edinburgh,EDH,EH48 2RX,55.891133700000005,-3.6573186,5.0,3,1,Food;Grocery;Delis;Food Delivery Services;Restaurants,99537
99573,zc_ptb03jQiXnWGwmpAk0A,"""The Voodoo Rooms""",New Town,"""19A West Register Street""",Edinburgh,EDH,EH2 2AA,55.9537875,-3.1905113,4.0,65,1,Gastropubs;Venues & Event Spaces;Restaurants;Music Venues;Event Planning & Services;Nightlife;Lounges;Bars;Arts & Entertainment,99573
99575,wY75eFVppJy3Ux7NGEY2GA,"""Nyam Nyam""",Newington,"""27 South Clerk Street""",Edinburgh,EDH,EH8 9JD,55.940611100000005,-3.1807525,4.0,10,0,Restaurants;Delis;Fast Food;Italian,99575
99594,fXBNAHtW1sz3XmDFqRguPQ,"""Itri""",,"""169-173 Gilmore Place""",Edinburgh,EDH,EH3 9PW,55.9392691,-3.2125605999999998,4.0,6,0,Italian;Restaurants,99594
99644,DSEmGisFrve4Y_B010d6bw,"""Ruan Thai""",Old Town,"""29 Cockburn Street""",Edinburgh,EDH,EH1 1BN,55.950672399999995,-3.1901115,4.0,7,0,Restaurants;Thai,99644
99648,VDgEL_uU2-8qnLcn9eXcdQ,"""Constantinopole""",Old Town,"""51 George IV Bridge""",Edinburgh,MLN,EH1 1EJ,55.9479704,-3.1917902000000002,2.5,6,1,Fast Food;Restaurants;Middle Eastern;Pizza,99648
99742,1rVolOOpyyqcy5w366lMqw,"""The Clay Oven""",,"""86 Morningside Road""",Edinburgh,EDH,EH10 4BY,55.9321234601,-3.2101802211000003,3.5,12,1,Restaurants;Pakistani;Indian,99742
99814,d5LLwutr4ZTKiNb6voAFtQ,"""52 Canoes Tiki Den""",West End,"""13-14 Melville Place""",Edinburgh,EDH,EH3 7PR,55.9513504031,-3.2115161419,4.0,31,1,Tiki Bars;Bars;Restaurants;British;Nightlife,99814
99850,9rbzBbmr-i9CwFkoRGGP9g,"""Fleur's Deli""",Leith,"""52 Shore""",Edinburgh,EDH,EH6 6RA,55.975600199999995,-3.1702482000000005,4.0,4,0,Delis;Food;Restaurants,99850
99940,aus47O0DOiOcgkygyAxLEQ,"""111 Bistro""",,"""2736 Medina Rd, Ste 110""",Medina,OH,44256,41.135395,-81.78622299999999,4.0,87,1,American (New);Restaurants,99940
100027,4sEoxCYdnYuxmbwCH6NvLg,"""The Mumbai Mansion""",West End,"""250 Morrison Street""",Edinburgh,EDH,EH3 8TD,55.946374899999995,-3.2154729,4.0,8,1,Indian;Restaurants,100027
100065,BKlP-rmStGC0CA_Me9m1ng,"""Café Jacques""",Grassmarket,"""10 Grassmarket""",Edinburgh,EDH,EH1 2JU,55.9475172,-3.1969974999999997,2.5,22,1,Restaurants;Cafes;Coffee & Tea;Food,100065
100152,JvxFt2wXLIIGV5lupJ14Zg,"""Calistoga""",New Town,"""70 Rose Street north Lane""",Edinburgh,EDH,EH2 3DX,55.9521913795,-3.2017207146,4.0,29,1,Restaurants;American (Traditional),100152
100210,Ydo_fjixKeEmPtgHs8IPMQ,"""Madras Cottage""",,"""104 St Johns Road""",Edinburgh,EDH,EH12 8AT,55.942895799999995,-3.2828612,3.5,3,1,Food;Indian;Fast Food;Restaurants,100210
100220,JU1b8dVnX4luFHuMC0O5Lw,"""Bruno's Diner""",Tollcross,"""131/4 Lauriston Place""",Edinburgh,EDH,EH3 9JN,55.94394770000001,-3.2027637,3.0,4,1,Restaurants;Breakfast & Brunch;American (New),100220
100293,tjyRgxIfDIw4KerxCNGy2A,"""Costa""",,"""3 Waverley Bridge""",Edinburgh,EDH,EH1 1BQ,55.957496299999995,-3.168571,3.5,3,0,Restaurants;Cafes,100293
100379,E9WG3HL_IYsfJucQ9o4oiA,"""Shanaz""",Stockbridge,"""45 Raeburn Place""",Edinburgh,EDH,EH4 1HX,55.9589583,-3.2121351000000002,4.5,5,1,Pakistani;Restaurants;Indian;Fast Food,100379
100492,e385nGnoT7b875kinkvXcQ,"""Brougham Foot Clinic""",Tollcross,"""13 Brougham Street, Tollcross""",Edinburgh,EDH,EH3 9JS,55.943296700000005,-3.2026448,4.5,3,1,Doctors;Health & Medical;Sports Medicine;Restaurants;Middle Eastern;Podiatrists,100492
100527,HLgi9tJILVVsjmgDKGH_7g,"""The Broadsheet Bistro""",Old Town,"""26 St Giles Street""",Edinburgh,EDH,EH1 1PT,55.949842000000004,-3.191843,2.0,5,1,Food;Restaurants;British;Bars;Nightlife;Coffee & Tea,100527
100771,-g8G--BxAGfHJXOilwec7g,"""Royal Overseas League""",New Town,"""Royal Overseas League, 100 Princes St""",Edinburgh,EDH,EH2 3AB,55.951647200000004,-3.2002013,3.5,3,1,Restaurants;Food;Nightlife;Coffee & Tea;Cafes,100771
101031,fNtFIQM_FKsHsyEIVk_KMQ,"""Kilimanjaro Coffee""",Newington,"""104 Nicolson Street""",Edinburgh,EDH,EH8 9EA,55.94451,-3.1837804,4.0,80,1,Coffee & Tea;Tea Rooms;Food;Sandwiches;Restaurants;Breakfast & Brunch,101031
101108,BWuvP65SbkKsH7pyG-LcZg,"""Mint Cafe & Flowers""",West End,"""Exchange Place, 3 Semple Street""",Edinburgh,EDH,EH3 8BL,55.9449844,-3.2070479,4.0,4,1,Cafes;Restaurants;Flowers & Gifts;Florists;Shopping,101108
101215,vpMA2fxVshItiNM9sx2PQA,"""The Dome Garden Café""",New Town,"""14 George St, Access via Rose Street""",Edinburgh,EDH,EH2 2,55.9530924053,-3.1953048706000002,3.5,6,1,Restaurants;Sandwiches;Beer;Wine & Spirits;Coffee & Tea;Food,101215
101274,riVnScxbB7zhD3TdOItRYw,"""Cafe Keno""",Royal Mile,"""80 High Street, The Royal Mile""",Edinburgh,EDH,EH1 1TB,55.950025600000004,-3.1867537,3.0,10,1,Fast Food;Restaurants;Cafes,101274
101312,V8vKFvdrvhTrQrt-rxKrPA,"""Indigo Yard""",New Town,"""7 Charlotte Lane""",Edinburgh,EDH,EH2 4QZ,55.9510537,-3.2094612000000002,3.5,36,1,Nightlife;Bars;Wine Bars;British;Gastropubs;Restaurants,101312
101414,EKEPtNKJdZxRhYoFhuG8ew,"""Under the Stairs""",Grassmarket,"""3A Merchant Street""",Edinburgh,EDH,EH1 2QD,55.9478259,-3.1924460999999997,3.5,71,1,Nightlife;Bars;Lounges;Restaurants;Wine Bars;Gastropubs,101414
101517,opZ5DZdxc1mh0StnSQh-EA,"""Falko Konditormeister""",Bruntsfield,"""185 Bruntsfield Place""",Edinburgh,EDH,EH10 4DG,55.935403599999994,-3.2097613999999997,4.0,64,1,Coffee & Tea;German;Bakeries;Restaurants;Food,101517
101873,dbDbEt9LZiVkpimU4h2uPQ,"""Thai Pad""",,"""20 A Leopold Place, London Road""",Edinburgh,MLN,EH7 5LB,55.958039899999996,-3.1814327999999996,3.5,9,0,Restaurants;Food Delivery Services;Food;Thai,101873
101976,4ivcXYJIPSHkwGwu5HYcSA,"""Tapa""",New Town,"""97 Hanover Street""",Edinburgh,EDH,EH2 1DJ,55.954393700000004,-3.1975974,4.5,9,0,Restaurants;Spanish;Tapas Bars,101976
101988,HpgBVYnLQRRBPLxEdGe1Hg,"""Delicious Italian""",Marchmont,"""27a Marchmont Road""",Edinburgh,EDH,EH9 1HY,55.9384991,-3.19453,4.5,14,1,Restaurants;Italian;Fast Food;Pizza,101988
102097,q8TX-umIvle22sSC3kkHlw,"""Burger King""",,"""2828 Medina Rd""",Medina,OH,44256,41.1356993,-81.7891471,3.5,5,1,Hot Dogs;Fast Food;Restaurants;Burgers,102097
102311,xwi8ayMZeGbvhq87bNmmqA,"""Deli Fresco""",,"""41 Leith Street""",Edinburgh,EDH,EH1 3AT,55.9542757,-3.1873516,4.5,11,1,Sandwiches;Restaurants;Delis;Food;Coffee & Tea,102311
102460,t6ynJNDBMI81rKvaQOlvBA,"""Civerinos""",Old Town,"""Forrest Road""",Edinburgh,EDH,EH1 2QH,55.94601850000001,-3.1910641,4.5,4,1,Pizza;Restaurants,102460
102747,HYDfO3jMTHDywO64AfXO4g,"""Babelon Cafe""",Newington,"""26 Nicolson Street""",Edinburgh,EDH,EH8 9DA,55.9467169,-3.1860395,3.0,12,1,Restaurants;Breakfast & Brunch,102747
102763,mOjGnPYZ3P1GqDIE29qg_w,"""The Wee Restaurant""",New Town,"""61 Frederick Street""",Edinburgh,EDH,EH2 1LH,55.9540643538,-3.200870282,4.0,4,1,British;Modern European;Scottish;Restaurants,102763
102885,Z2YHOkAmohVte6aqiC0aVw,"""La Bagatelle""",Tollcross,"""22 Brougham Pl""",Edinburgh,EDH,EH3 9JU,55.94272660000001,-3.2017491000000002,2.5,3,0,Restaurants;French,102885
102942,rSd9f8qvdg8KIf4ATqw-PA,"""The Stockbridge Restaurant""",Stockbridge,"""54 St Stephen Street""",Edinburgh,EDH,EH3 5AL,55.957832200000006,-3.2065066000000004,4.0,14,1,British;Restaurants,102942
102999,9wSHuOEou6PkRd-GbfH47w,"""108 Chinese Take Away""",,"""108 Portobello High Street""",Edinburgh,EDH,EH15 1AL,55.95396329999999,-3.1157819,5.0,3,1,Restaurants;Fast Food,102999
103024,MxHZ5XwIQWnJFTw9gZxAIg,"""Maison Bleue""",Grassmarket,"""36-38 Victoria Street""",Edinburgh,EDH,EH1 2JW,55.9486409,-3.1941658,4.0,40,1,Restaurants;French,103024
103304,hnm3Gmoi3AdL_REsKupgOA,"""Wing Sing Inn""",,"""147 Dundee St""",Edinburgh,EDH,EH11 1BP,55.940090500000004,-3.2187536,3.5,13,1,Restaurants;Chinese,103304
103415,cKqLSIEJHszXp4zWAQJRQg,"""La Tasca""",New Town,"""9 South Charlotte Street""",Edinburgh,EDH,EH2 4AS,55.95098420000001,-3.2057931,3.5,24,0,Restaurants;Spanish;Tapas Bars;Basque,103415
103428,prGE6DRMWWpN1v9v_n7ARA,"""Peckhams""",Newington,"""49 South Clerk Street""",Edinburgh,EDH,EH10 4DG,55.940178451,-3.179799917,4.0,25,0,Delis;Grocery;Wineries;Food;Restaurants;Arts & Entertainment,103428
103691,Tl9h-Qev_OymQ7XB1kbKnw,"""Master Pizza""",,"""2736 Medina Rd""",Medina,OH,44256,41.1359790477,-81.7855059105,3.5,9,1,Pizza;Italian;Restaurants;Chicken Wings,103691
103724,vsRe8AihVmOS4gBNsy2C2Q,"""Goodwill Chinese Carryout""",Newington,"""6 Newington Road""",Edinburgh,EDH,EH9 1QS,55.939021700000005,-3.1795619,3.0,6,1,Fast Food;Restaurants,103724
103793,KL1oif2ocGH2dJ4w-oT_Mg,"""The Salisbury Arms""",Newington,"""58 Dalkeith Road""",Edinburgh,EDH,EH16 5AD,55.9382209778,-3.1739809513,3.5,24,1,Restaurants;British;Pubs;Bars;Nightlife,103793
103891,4LlSn5JnHiiBkQFRYMHqXA,"""Greens Deli""",Newington,"""34 Buccleuch Street""",Edinburgh,EDH,EH8 9LP,55.942866,-3.184508,4.0,4,1,Restaurants;Delis;Food;Food Delivery Services,103891
103962,IgicVjRYx6fB5n5z4t6xBA,"""The Caley Sample Room""",,"""42-58 Angle Park Terrace""",Edinburgh,EDH,EH11 2JR,55.937577100000006,-3.2260225,4.0,19,1,Restaurants;Pubs;Bars;Nightlife;British,103962
104012,snwcsDVLiRrgue3V7yxg3A,"""Porto & Fi On The Mound""",Old Town,"""9 N Bank St""",Edinburgh,EDH,EH1 2LP,55.9499567,-3.1937055,3.5,10,0,Restaurants;Breakfast & Brunch;British,104012
104158,raixiox15brAXfTUbg1YBw,"""Spicy Bite""",,"""119 Dundee Street""",Edinburgh,EDH,EH11 1AX,55.940376,-3.217705,3.5,5,1,Fast Food;Pizza;Halal;Restaurants,104158
104191,Qu5i1j1w1V4lhM9qA-VnpA,"""No1 Grange Road""",Newington,"""1 Grange Road""",Edinburgh,EDH,EH9 1UH,55.9368999439,-3.1806273298,3.5,10,1,Gastropubs;Restaurants,104191
104215,9EUeoId3-TbIlbNUlC6QnA,"""The Gold Sea""",Leith,"""243 Ferry Road""",Edinburgh,EDH,EH6 4NN,55.9735,-3.19181,4.0,6,1,Fish & Chips;Restaurants,104215
104267,2Xy5NHf2UCQoYtLr5LsZYg,"""L'Amore D'Italia""",West End,"""97-101 Fountainbridge""",Edinburgh,EDH,EH3 9QG,55.943478500000005,-3.2080173,4.0,5,0,Restaurants;Italian,104267
104311,YLPNG_JzasQN_UqUb3a2fg,"""Frankie & Benny's""",New Town,"""The Omni Centre, 28 Greenside Row""",Edinburgh,EDH,EH1 3AJ,55.956365437399995,-3.1861991845,2.0,10,1,Italian;Bars;American (Traditional);Nightlife;Restaurants,104311
104374,JlAG3Dp4RgzpI96K4E8THw,"""Green Kitchen""",Stockbridge,"""108 Raeburn Place""",Edinburgh,EDH,EH4 1HH,55.9593279,-3.2142644000000002,2.0,8,1,Fast Food;Restaurants,104374
104387,nE2we5jDGrEL_oMsBCa6Ww,"""Toby Carvery""",,"""69 Lauriston Farm Road""",Edinburgh,EDH,EH4 5EX,55.9713023362,-3.274453982,3.0,9,1,Bars;Pubs;Restaurants;British;Nightlife;Bistros,104387
104480,yFMEV3HitX2Q5-PjAxbQow,"""Assembly Bar""",Old Town,"""41 Lothian Street""",Edinburgh,EDH,EH1 1HB,55.9462716,-3.1892251,4.0,16,0,Modern European;Lounges;Nightlife;Bars;Restaurants;Pubs,104480
104607,MGOBNMCuhnYRcaiBj9-g1Q,"""TGI Fridays""",New Town,"""26 Castle Street""",Edinburgh,EDH,EH2 3HT,55.95185600000001,-3.2035468,3.5,34,1,American (Traditional);Restaurants;Burgers,104607
104900,gXkFBNyb5w59kjy8Z8QXPA,"""Stac Polly Bistro""",Old Town,"""38 St Mary's Street""",Edinburgh,EDH,EH1 1SX,55.949808,-3.1835037999999996,3.5,7,0,Restaurants;Brasseries,104900
104939,0D7Z7YRTR1Sw94XMtBycyg,"""Bisque Bar and Brasserie""",Bruntsfield,"""69 Bruntsfield Place""",Edinburgh,EDH,EH10 4HH,55.9381240882,-3.2057814815,3.5,10,1,Nightlife;Restaurants;Wine Bars;Bars;Scottish;British;Gastropubs,104939
105667,VgA_WH1hQEaWbWr83-b3sg,"""Le Monde""",New Town,"""16 George Street""",Edinburgh,EDH,EH2 2PF,55.953501582600005,-3.1960788581,3.5,44,1,Event Planning & Services;Hotels;Restaurants;Hotels & Travel,105667
105668,H0IE2OnPSLQSxs3atGEIbw,"""Lancers Brasserie""",Stockbridge,"""5 Hamilton Place""",Edinburgh,EDH,EH3 5BA,55.958481400000004,-3.2082341,4.0,17,1,Indian;Fast Food;Restaurants;Pakistani,105668
105878,rUlOBMj6o8cbhnKhQvsHpQ,"""Bob Evans""",,"""3049 Medina Rd""",Medina,OH,44256,41.136704179,-81.79649189109999,2.0,13,1,Hotels & Travel;Comfort Food;Salad;Restaurants;Breakfast & Brunch;American (Traditional);Bed & Breakfast,105878
105884,Fm3CjNZWl8DozT-58E1nnQ,"""Red Kite Café""",,"""7-8 Cadzow Place""",Edinburgh,EDH,EH7 5SN,55.95714649999999,-3.168304,5.0,8,1,Breakfast & Brunch;Restaurants;Cafes;Bakeries;Food,105884
105998,CZRba6sPzqpGwWpz5HJdbA,"""Chip Inn""",,"""226 Oxgangs Road North""",Edinburgh,EDH,EH13 9EB,55.9085210029,-3.2284550517,3.5,7,1,Fish & Chips;Restaurants,105998
106007,rRepc3_2tqixwxk1345W3A,"""Edens Kitchen""",New Town,"""32c Broughton Street""",Edinburgh,EDH,EH1 3SB,55.958098899999996,-3.1899081000000002,3.5,4,1,Bistros;Restaurants,106007
106090,7Rz3lpa1U5za0C1bql02zw,"""Philpotts""",West End,"""132 Lothian Rd""",Edinburgh,EDH,EH3 9BG,55.945446,-3.2057564,2.5,10,1,Coffee & Tea;Sandwiches;Fast Food;Restaurants;Food,106090
106120,Lu1raYd7YmH7Eqkjjy3D3A,"""Maialino""",West End,"""34 William Street""",Edinburgh,EDH,EH3 7LJ,55.948583891800006,-3.2139218151,4.5,5,1,Italian;Delicatessen;Restaurants;Food;Coffee & Tea,106120
106432,mwO4cm8qs32djjve5ni_Vg,"""Chop Chop Leith""",Leith,"""76 Commercial Street""",Edinburgh,EDH,EH6 6LX,55.977025100000006,-3.1727333,4.0,19,0,Chinese;Restaurants,106432
106714,VfJQeokeZRJZtOZUSlz7Mg,"""Queen Anne Cafe""",Old Town,"""Edinburgh Castle, The Lothians""",Edinburgh,EDH,EH1 2NG,55.9489652,-3.201478,2.5,4,1,Coffee & Tea;Restaurants;Food,106714
106774,NZ2zuKcxDAHOoyYjLcUZKg,"""La Petite Mort""",The Meadows,"""32 Valleyfield Street""",Edinburgh,EDH,EH3 9LR,55.94165970000001,-3.2023424,4.0,8,1,Restaurants;Nightlife;Bars;British;Modern European;Cocktail Bars,106774
106809,FfbBQZ85mWHEjQNzphcvKw,"""Silver Bowl""",Leith,"""12 Albert Place""",Edinburgh,EDH,EH7 5HN,55.962096900000006,-3.1793283,4.0,11,1,Chinese;Restaurants,106809
