,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
81451,hAUjeABzc1phRaWsD8-7YA,"""New Garden Grove""","""44 Dalkeith Road""",Edinburgh,EDH,EH16 5BS,55.938587899999995,-3.1742189,4.5,6,1,Restaurants;Chinese
81501,qhHqujpPN7tqn61yi-yQ3w,"""St Andrews Restaurant""","""284 Portobello High Street""",Edinburgh,EDH,EH15 2AT,55.9519844055,-3.1103858948000003,3.5,7,1,Fish & Chips;Restaurants;Italian
81599,qmcIsZjLpxd0V4RekSozmA,"""Tanjore""","""6-8 Clerk Street""",Edinburgh,EDH,EH8 9HX,55.942714691199996,-3.1824259757999998,4.0,29,1,Restaurants;Indian
81604,ksto8NA8KkgB1xIlEVWm8A,"""The Baked Potato Shop""","""56 Cockburn Street""",Edinburgh,EDH,EH1 1PB,55.950325199999995,-3.1885013,4.5,134,1,Fast Food;Vegetarian;Restaurants;Do-It-Yourself Food;Coffee & Tea;Food;Vegan
81868,19XrUtv48YyAsTcbfTw1mQ,"""C&J's Diner""","""2341 Pearl Rd""",Medina,OH,44256,41.213099197300004,-81.84074904810001,4.5,6,1,Restaurants;Breakfast & Brunch
81929,vL44Ky9VxUtOgteyHasRIA,"""Ting Thai Caravan""","""8-9 Teviot Place""",Edinburgh,MLN,EH1 2QZ,55.945634,-3.1899895000000003,4.0,64,1,Restaurants;Thai;Food
82029,_I8YNv_xKShsTIsDkLyoeQ,"""No. 8 Lister Square""","""8 Lister Square""",Edinburgh,EDH,EH3 9GL,55.943721999999994,-3.1938590000000002,4.0,5,1,Restaurants;Gastropubs
82055,A6nlbApO40QMAsZSEICMDA,"""Auld Hundred""","""100 Rose Street""",Edinburgh,EDH,EH2 2NN,55.9523128222,-3.1993550607,3.0,19,1,Bars;Nightlife;Burgers;Wine Bars;Pubs;Restaurants
82258,2NBCBWZNH23vjxDx-ptg8Q,"""Chinese Manor House""","""2 Glasgow Road""",Edinburgh,EDH,EH12 8HL,55.942687197,-3.2937787345,4.0,8,1,Restaurants;Chinese
82374,E_Ro6JoQBEkt0E7mG7JOYA,"""Kimmy's Takeaway""","""175 Dalry Road""",Edinburgh,EDH,EH11 2EB,55.9424267,-3.221532,4.0,4,1,Fast Food;Restaurants
82444,FmwYHokUtGTPNBXz-ccg2w,"""Crumbs Cafe""","""1A Logie Green Road""",Edinburgh,EDH,EH7 4EY,55.9643055,-3.1957216,4.0,5,1,Cafes;Restaurants
82723,pPQnqbEETYTo3hKT4_4HDg,"""Royal Buffet & Grille""","""3835 Pearl Rd""",Medina,OH,44256,41.1698995068,-81.8600339442,2.5,15,1,Buffets;Restaurants;American (Traditional)
82820,R3MklIX9d26OWeuXzaMnUw,"""Pronto Panini Bar & Cafe""","""32 Morrison Street""",Edinburgh,MLN,EH3 8BJ,55.945855074099995,-3.2064816356,4.0,3,1,Restaurants;Sandwiches
82896,enWNmlCioNc6MoBIco0XbA,"""Made In France""","""5 Lochrin Place""",Edinburgh,EDH,EH3 9QX,55.9426135,-3.2039331,4.5,7,1,Delis;Restaurants;Food
82936,pE57zJFfh0P7qIBMS49XTQ,"""Maison de Moggy""","""17 W Port""",Edinburgh,EDH,EH1,55.9466551,-3.1982466,4.5,10,1,Cafes;Restaurants
82990,DlnMwCDIxQ-o5kNMAfOs1g,"""Le Di-Vin""","""9 Randolph Pl""",Edinburgh,EDH,EH3 7TE,55.9515404,-3.2101096,4.0,12,1,Restaurants;French;Nightlife;Bars;Wine Bars
83160,w5xVoRmOBBxrG4id3ETzeg,"""Chatime""","""14 Bank Street""",Edinburgh,EDH,EH1 2LN,55.949893,-3.1928885,3.5,14,1,Restaurants;Bubble Tea;Fast Food;Coffee & Tea;Food
83292,GqAIaqcBCYySr82OsfeR_g,"""Samsun's""","""3 Fountainbridge""",Edinburgh,EDH,EH3 9PU,55.9432605,-3.2090722,2.5,3,0,Restaurants;Turkish;Pizza
83348,S9cc8kQLJYizT6Ql4L9vgQ,"""Gurkha Brigade Nepalese Restaurant""","""9a Antigua Street""",Edinburgh,EDH,EH1 3NH,55.9579827,-3.1850028,3.5,10,0,Restaurants;Himalayan/Nepalese;Chinese
83636,M5Gz2R0TJN8QvJ4W3cGfEA,"""Salut""","""18 Teviot Place, Old T""",Edinburgh,EDH,EH1 2RB,55.9520986879,-3.1882669999999997,4.0,7,1,Delis;Restaurants;Grocery;Food;Beer;Wine & Spirits
83653,rQ-HSE5HfPe3CdpKORKh6g,"""Bullies BBQ""","""4055 Pearl Rd""",Medina,OH,44256,41.1637599,-81.8621496,3.5,13,0,Food;Restaurants;Beer;Wine & Spirits;Barbeque;Burgers
83734,S-lTS8UX34-Z7G1uYjVzvw,"""Real Rajput Indian Cuisine""","""209-213 High Street""",Edinburgh,EDH,EH1 1PZ,55.9502659,-3.188739,4.5,3,0,Restaurants;Indian
83960,6UN4nw_oIMbZRjtqmtH3lQ,"""Celadon Thai Restaurant""","""49-51 Causewayside""",Edinburgh,EDH,EH9 1QF,55.9383223,-3.1812832,4.5,15,0,Restaurants;Thai
83971,XsDa4H21KV4ajVTq8px6lA,"""Clamshell""","""148 High Street""",Edinburgh,EDH,EH1 1QS,55.94978979999999,-3.1888372000000005,3.5,32,1,Fish & Chips;Restaurants;Fast Food
84007,m-17i76r4AnKAoQ6HZZ-5g,"""Caffè Nero""","""Edinburgh International Airport, Airside Departures Lounge""",Edinburgh,EDH,EH12 9DN,55.948378500000004,-3.3631651,4.0,4,1,Food;Coffee & Tea;Restaurants;Cafes
84325,XPg2wCpeSEWGDiQGCGvhdw,"""Korean BBQ""","""3 Tarvit Street""",Edinburgh,EDH,EH3 9LB,55.9422106,-3.2030043999999998,5.0,5,1,Restaurants;Barbeque;Korean;Japanese
84533,8aJVSZl1kxBZEHVKq_tG9w,"""Two Thin Laddies""","""103 High Riggs""",Edinburgh,EDH,EH3 9RP,55.9443901391,-3.2026862143,3.5,20,0,Food;Coffee & Tea;Restaurants;Bistros;Sandwiches
84688,lrPNLw0zbfzgWrWINMjsNw,"""Amber Restaurant""","""354 Castlehill, The Royal Mile""",Edinburgh,EDH,EH1 2NE,55.94874300000001,-3.195781,4.5,37,1,Tapas/Small Plates;Bars;Whiskey Bars;Scottish;Restaurants;Nightlife
84705,Id9kxJ3VPFq_vNAQbhowmQ,"""Cinnamon""","""249 Portobello High Street""",Edinburgh,EDH,EH15 2AW,55.95187729999999,-3.1110298,4.0,6,1,Fast Food;Restaurants
84824,FYu6WuhapB_0gi7FYp0YeQ,"""L'Alba D'Oro""","""7 Henderson Row""",Edinburgh,EDH,EH3 5DH,55.960377541599996,-3.2014409112999997,4.5,28,1,Fish & Chips;Fast Food;Seafood;Restaurants
84833,6RX3vyGBWubB12PtFnBjbQ,"""Sandwich Express""","""9A Albert Pl""",Edinburgh,EDH,EH7 5HN,55.96219820000001,-3.1792037,4.0,6,1,Restaurants;Sandwiches;Food;Coffee & Tea
84864,gVo6D_K9IHCjT2y7XY96AA,"""The Walnut""","""9 Croall Place, Leith Walk""",Edinburgh,EDH,EH7 4LT,55.9617411,-3.1805158,4.5,3,1,British;Restaurants
85133,gLu_vZr0xLyeBWz-vhiKDQ,"""Baguette Express""","""222 Gorgie Road""",Edinburgh,EDH,EH11 2PN,55.937611700000005,-3.2340732999999995,4.5,5,1,Fast Food;Restaurants
85186,LeM3WQzcKxG2QzXdyeYbxw,"""Gali Ristorante Italiano""","""29 West Maitland Street""",Edinburgh,EDH,EH12 5DX,55.94697120000001,-3.2157496,3.5,5,1,Restaurants;Italian
85286,SD3ZyFR5ZjFneWpYhT6tLg,"""Taste of Italy""","""9 Baxter's Place, New Town""",Edinburgh,EDH,EH1 3AF,55.9584260487,-3.1880950928,3.5,24,1,Italian;Coffee & Tea;Food;Restaurants
85492,XahLCgicRsLPb0TSMAIQtw,"""Field""","""41 West Nicolson Street""",Edinburgh,EDH,EH8 9DB,55.9446907,-3.1854457999999997,4.5,41,1,Scottish;Restaurants
85500,efudato_DEXzzTqvGnFQDg,"""Topolabamba""","""93 Lothian Road""",Edinburgh,EDH,EH3 9AW,55.946429099999996,-3.2055507000000003,3.5,9,1,Nightlife;Cocktail Bars;Mexican;Tapas/Small Plates;Restaurants;Bars
85590,O8wFkvKqEHwP9LEFVIyLpg,"""Paradise Palms""","""41 Lothian Street""",Edinburgh,EDH,EH1 1HB,55.9462716,-3.1892251,4.0,30,1,Nightlife;Diners;Bars;Dive Bars;Restaurants
85683,rjGL3G1dBQfkrQJgitMCaw,"""The Globe Deli""","""23 Bernard Street""",Edinburgh,EDH,EH6 6PW,55.9755134,-3.1674968999999997,5.0,4,1,Cafes;Restaurants
86119,pv59B7swR4T6LFYK4aNwBA,"""Yummy Yummy""","""28 Warrender Park Road""",Edinburgh,EDH,EH9 1JG,55.938213299999994,-3.1984998,3.0,3,0,Fast Food;Restaurants;Chinese
86130,PaH33N0LI-qitEtS9aMKxg,"""Ecco Vino""","""19 Cockburn Street""",Edinburgh,EDH,EH1 1BP,55.95064820000001,-3.190423,4.0,50,1,Restaurants;Wine Bars;Italian;Nightlife;Bars;Brasseries
86292,pqA05iS3QlpEVQlnECcSwQ,"""Starbucks""","""123 Lothian Road""",Edinburgh,EDH,EH3 9AN,55.9459962,-3.2052999,3.0,14,1,Desserts;Restaurants;Sandwiches;Food;Coffee & Tea
86303,7gFYuLrcHvtynPAPfhJzYQ,"""Take It Away Spud""","""31 North West Circus Place""",Edinburgh,EDH,EH3 6TP,55.957371499999994,-3.2072803,5.0,4,1,Restaurants;Fast Food
86371,YLUtdhZor_bh9QcX2X2PFw,"""Oishii""","""176 Rose Street, New Town""",Edinburgh,EDH,EH2 4BA,55.951670799999995,-3.2041942000000003,3.5,25,0,Japanese;Sushi Bars;Restaurants
86404,IXkvw5A1-EUDD0S0kh-8ng,"""Pickle & Custard""","""116 Lothian Road""",Edinburgh,EDH,EH3 9BE,55.945942532,-3.2058259923000003,3.5,8,1,Lounges;Bars;Bistros;Cafes;Breakfast & Brunch;Nightlife;Diners;Restaurants
86458,7dFgaA_Bu1yvs42mDmjRAA,"""Franco's Chip Shop""","""5-7 Comely Bank Road, Craigleith""",Edinburgh,EDH,EH4 1DR,55.959215350200004,-3.2146995351,4.0,17,1,Restaurants;Fish & Chips;Fast Food
86586,WSxWkHQQFl4TIVECD9wCYQ,"""Slumdog Delivered""","""38-39, Elm Row""",Edinburgh,EDH,EH7 4AH,55.9596744,-3.182432,3.5,3,1,Restaurants;Indian;Fast Food
86654,sTCI-NaZBkpujXnc-JS2RA,"""Khushi's Diner""","""32b West Nicholson Street""",Edinburgh,EDH,EH8 9DD,55.944555099999995,-3.1852514,3.5,10,0,Restaurants
86786,M8DD9IIyq_NpI-A9K_Vfaw,"""McDonald's""","""99 Gorgie Park Road""",Edinburgh,EDH,EH14 1XG,55.9364030358,-3.2393961725,3.0,4,1,Fast Food;Restaurants;American (Traditional);Burgers
86805,WUsNDXyD6pKftFpambL0QA,"""Dim Sum Sushi""","""112a Gorgie Road, Midlothian""",Edinburgh,EDH,EH11 2NR,55.93833570000001,-3.2306877999999997,4.5,3,1,Food Delivery Services;Japanese;Restaurants;Food
86851,xG43O3xNZUiQ-wgBkofH6g,"""Empress""","""25 Broughton Street""",Edinburgh,EDH,EH1 3JU,55.9570414,-3.1878314,3.5,17,1,Pubs;British;Restaurants;Bars;Nightlife
86977,tuucCa40AmTMUEVNerGe9w,"""Los Argentinos""","""28 - 30 W Preston Street""",Edinburgh,EDH,EH8 9PZ,55.938997,-3.1803779999999997,4.0,26,1,Argentine;Steakhouses;Restaurants
87200,FdajgRoHB_PlLr74-vcA_w,"""Pizzeria 1926""","""102 Dalry Road""",Edinburgh,EDH,EH11 2DW,55.9438082064,-3.2189317793,5.0,3,1,Pizza;Restaurants
87230,ljibq6RJkL6tMOJCb39Hsw,"""Cafe No 33""","""33 Deanhaugh Street""",Edinburgh,EDH,EH4 1LR,55.958661783000004,-3.2097597222000003,4.0,6,1,Cafes;Coffee & Tea;Restaurants;Food
87256,czbshNOZUC2mEgjLqf-wJw,"""C's Tasty Bites""","""162 Dalkeith Rd""",Edinburgh,EDH,EH16 5DX,55.93375179999999,-3.1669242000000004,3.5,3,0,Coffee & Tea;Food;Fast Food;Restaurants
87322,B_XEXPCDmAIAvNaCQgPhGw,"""SugarDaddy's Bakery""","""5 Rodney Street""",Edinburgh,EDH,EH7 4EN,55.962291156899994,-3.1968698479000004,3.5,4,1,Restaurants;Bakeries;Patisserie/Cake Shop;Food;Gluten-Free
87385,-JPz4W7MPOy-rQO8OKNk0g,"""Locanda de Gusti""","""102 Dalry Road""",Edinburgh,EDH,EH11 2DW,55.943673200000006,-3.2194172,4.5,15,1,Restaurants;Italian
87393,S1eha-aT5c7WMk7lDLsW0A,"""The Elephant House""","""21 George IV Bridge""",Edinburgh,EDH,EH1 1EN,55.9473086,-3.1916428,3.0,202,1,Brasseries;Coffee & Tea;Food;British;Restaurants;Sandwiches;Cafes;Scottish
87426,XWh8TkVx-M6HhGX6kQKACw,"""Brazilian Sensation""","""117-119 Buccleuch Street""",Edinburgh,EDH,EH8 9NG,55.9418985,-3.1837047999999997,4.0,11,0,Restaurants;Brazilian
87439,bz4FTOASP3dZ4HN-fXMXVg,"""Boteco Do Brasil Edinburgh""","""45-47 Lothian Street, Edinburgh""",Edinburgh,EDH,EH1 1HB,55.9462716,-3.1892251,3.5,6,1,Cocktail Bars;Arts & Entertainment;Bars;Music Venues;Nightlife;Brazilian;Restaurants
87597,qef9g4duOwjA_eKm-tISAQ,"""Golden Ambal""","""1 Albert Place""",Edinburgh,EDH,EH7 5HN,55.9625,-3.178823,4.5,7,1,Restaurants;Indian;Pakistani
87649,gONO6UIMj8kFo1IvnROuuQ,"""Brass Monkey Leith""","""362 Leith Walk""",Edinburgh,EDH,EH6 5BR,55.9639715,-3.1777182,4.0,38,1,Nightlife;Pubs;Restaurants;Bars;British
87748,lz-imOl4szJQBXKo1aHpqQ,"""Manna Mahal Restaurant""","""113 Bucculeuch Street""",Edinburgh,EDH,EH8 9NG,55.94193370000001,-3.183828,3.5,6,0,Restaurants;Indian
87758,xEBRgLnqQ9bYkxTyyR3MNQ,"""Dusit Restaurant""","""49a Thistle Street""",Edinburgh,EDH,EH2 1DY,55.9540473,-3.1994564,3.5,35,1,Restaurants;Thai
87763,RqOBfsFAYGMuExkRInaDbw,"""Chimichanga""","""39a Queensferry Street""",Edinburgh,EDH,EH2 4RA,55.950708,-3.2088666,3.5,5,1,Restaurants;Tex-Mex
87773,qeFGUu1WPvMMNn5Hno6D-Q,"""WHISKI Bar & Restaurant""","""119 High Street, The Royal Mile""",Edinburgh,EDH,EH1 1SG,55.9504933,-3.1864152999999997,4.0,116,1,Food;Beer;Wine & Spirits;British;Restaurants;Bars;Whiskey Bars;Local Flavor;Nightlife
88147,YehipJBb3JGleujKkraAtw,"""Brunch""","""37-39 George IV Bridge, Edinburgh""",Edinburgh,EDH,EH1 1EL,55.94739512899999,-3.1916604191,4.0,4,1,Restaurants;Bars;Beer;Wine & Spirits;Coffee & Tea;Food;Nightlife;Wine Bars;Breakfast & Brunch;Beer Bar
88185,XlFfik938wxi745YQy44qw,"""New Saffrani""","""11 South College Street""",Edinburgh,EDH,EH8 9AA,55.946971700000006,-3.1868599,3.5,6,0,Pakistani;Restaurants;Indian
88207,Iexv0Un2MfGEjHk8ejL8Ww,"""Fredericks Coffee House""","""30 Frederick Street""",Edinburgh,EDH,EH2 2,55.9526624809,-3.2002694502,3.5,31,1,Delis;Restaurants;Sandwiches;Breakfast & Brunch;Coffee & Tea;Cafes;Food
88480,Vl2qLdKueoKSpU0m-6O0DQ,"""Natural Food Etc""","""55 Clerk Street""",Edinburgh,EDH,EH9 8JQ,55.9418375596,-3.1819619883,3.5,3,1,Restaurants;Health Markets;Food;Creperies;Coffee & Tea;Specialty Food
88758,MWde5YzXWcNbpQ0604yGKA,"""Pine Garden Chinese Restaurant""","""155 Morningside Road""",Edinburgh,EDH,EH10 4AX,55.929425699999996,-3.2096007,3.0,7,0,Restaurants;Chinese
88832,ylQGOy2IRv8aseehwEdg9w,"""Hay Sushi""","""15 Dalry Road""",Edinburgh,EDH,EH11 2BQ,55.945232391400005,-3.2172329426,3.5,18,1,Asian Fusion;Japanese;Restaurants;Sushi Bars
88859,C32x2Gl_d2AKr2aKrmXJtQ,"""Buffalo Grill""","""12-14 Chapel St""",Edinburgh,EDH,EH8 9AY,55.9446571,-3.1859342,4.0,5,1,Restaurants;American (Traditional)
88933,n-ESH9vG5gSdq6e8fABwUA,"""Bodega""","""62 Elm Row""",Edinburgh,EDH,EH7 4AQ,55.9605414,-3.1816212000000004,4.0,30,1,Mexican;Street Vendors;Restaurants;Food
89030,AOkv5OFZdfB8vWNo2_Llmw,"""McDonald's""","""137/138 Princes Street""",Edinburgh,EDH,EH2 4BL,55.9504510424,-3.2067253406,2.0,7,1,Fast Food;Restaurants;Burgers
89155,sePL8mNeCKap_t6_D6Fe1Q,"""Elfalafel""","""15 Bristo Pl""",Edinburgh,EDH,EH1 1EZ,55.946022,-3.1897981,4.0,7,1,Specialty Food;Food;Restaurants;Falafel;Ethnic Food;Fast Food;Imported Food;Mediterranean;Middle Eastern;Vegan
89371,L3ib0jiEGTXToq1Puc7Vqw,"""Appetite Direct""","""42 Howe St""",Edinburgh,EDH,EH3 6TG,55.956681599999996,-3.2026664,4.0,3,0,Caterers;Sandwiches;Restaurants;Soup;Event Planning & Services
89548,gqsU03i-WiyYHcBCdwObuQ,"""The Albanach""","""197 High Street, Old Town""",Edinburgh,EDH,EH1 1PE,55.9500638971,-3.1883757411,3.5,67,1,Restaurants;Bars;Nightlife;Pubs;Gastropubs
89679,eqEzYatIveI0wJO4iHKW_w,"""Blackfriars""","""57-61 Blackfriars Street""",Edinburgh,EDH,EH1 1NB,55.94965799999999,-3.1856137,4.0,14,0,British;Restaurants;Nightlife;Bars
89862,6Kl2SQp-zGo-nsdImLykxw,"""Royal McGregor""","""154 High Street""",Edinburgh,EDH,EH1 1QS,55.94998979999999,-3.1887964,4.0,68,1,Restaurants;Pubs;Nightlife;British;Bars;Gastropubs;Breakfast & Brunch
89927,8bCL3b011TSPms9q7pzq4g,"""Belted Edinburgh""","""57A Frederick Street""",Edinburgh,EDH,EH2 1LH,55.9539633276,-3.2009980716000004,3.0,7,1,Nightlife;Bars;Restaurants;Scottish;Burgers
89985,ZIQrmmK86wQXVowgLsjW5A,"""Paul Kitching 21212""","""3 Royal Terrace""",Edinburgh,MLN,EH7 5AB,55.9572917,-3.1820627,4.5,18,1,French;Local Flavor;Nightlife;Hotels;Event Planning & Services;Wine Bars;Bars;Restaurants;Hotels & Travel
90021,DX6dTm7wcOBy498gGysdAQ,"""On Tap Medina""","""2736 Medina Rd""",Medina,OH,44256,41.1359907122,-81.7855022803,3.0,66,1,Bars;Sports Bars;American (Traditional);Restaurants;Nightlife
90052,WtvDGvduFU-IH1qxrZNcJQ,"""Thai Lemongrass""","""40-41 Bruntsfield Pl""",Edinburgh,EDH,EH10 4HJ,55.9394245,-3.2049609,3.5,24,1,Thai;Restaurants
90421,1yQUqh3_h1IOrXZmb4CBFw,"""TriBeCa""","""88 Bruntsfield Place""",Edinburgh,EDH,EH10 4HG,89.9993137156,-142.466649843,3.0,15,1,Restaurants;Breakfast & Brunch;American (Traditional);Steakhouses;American (New)
90432,y76vgwHJRWvFslm6OUw-Jg,"""Pulp Fiction""","""41 - 43 Bread Street""",Edinburgh,MLN,EH3 9AH,55.9459811,-3.2024904,3.5,6,0,Restaurants;Cafes;Books;Mags;Music & Video;Bookstores;Shopping
90587,X_KaYlw57RpXWzUrQb0Z9Q,"""The Zulu Lounge""","""366 Morningside Road""",Edinburgh,EDH,EH10 4QN,55.9266149,-3.2093281000000005,4.5,9,1,Coffee & Tea;Juice Bars & Smoothies;Restaurants;Food;Delis
90648,oUxLRPm0FeuQHEHnvy3mUw,"""Comiston Fry""","""36 Comiston Road""",Edinburgh,EDH,EH10 5QQ,55.9241523267,-3.2105254514999997,2.5,3,1,Restaurants;Fish & Chips
90854,_BDQYevpUEqU5iXasvBLFA,"""Burger King""","""10 Princes Street""",Edinburgh,EDH,EH2 2AN,55.9532831,-3.190187,3.0,9,0,Burgers;Restaurants;Fast Food;American (Traditional)
91004,2qG-qcxWYLXRERc5tWE-Yw,"""Yak & Yeti""","""13 Newington Road""",Edinburgh,EDH,EH9 1QR,55.9388948,-3.1789356,4.5,12,1,Asian Fusion;Himalayan/Nepalese;Restaurants
91101,vgky9bY_3KRaJNnywoIPZg,"""The Edinburgh Larder Bistro""","""1A Alva Street""",Edinburgh,EDH,EH2 4PH,55.9505694,-3.2097052,3.5,18,0,Restaurants;British;Scottish;Bistros
91126,9K7MGRE9op4Ewi3HE49eKw,"""Curry Cafe""","""30 Elm Row""",Edinburgh,EDH,EH7 4AH,55.9594999,-3.1827017000000004,4.5,3,1,Restaurants;Fast Food;Indian
91158,vtzxV_lbbzEpsM7fLM8qYA,"""Hermitage Bar""","""1 Comiston Road, Morningside""",Edinburgh,EDH,EH10 6AA,55.9245343,-3.2096679,4.0,11,1,Pubs;Restaurants;Bars;Nightlife;Gastropubs
91302,-uu7YbF9wzVdugDKb5DGaA,"""Taco Bell""","""1061 North Court Street""",Medina,OH,44256,41.153723,-81.863469,4.0,5,1,Tex-Mex;Restaurants;Fast Food;Mexican
91345,pZ-4aJ_uJVLsCR-gGT_Gxw,"""Capital Chinese Take Away""","""224 Leith Walk""",Edinburgh,EDH,EH6 5EQ,55.966972999999996,-3.175297,4.5,4,0,Fast Food;Chinese;Restaurants
91645,7tt_k9g0ftb6v-7hxL6vBw,"""Buffalo Grill Stockbridge""","""1 Raeburn Place""",Edinburgh,EDH,EH4 1HU,55.958772387299994,-3.2102437969,4.0,29,0,Steakhouses;American (Traditional);Restaurants
91661,gXmhQb2v3l7x9Knm7BL8jQ,"""Cafe Andamiro""","""113 Buccleuch Street""",Edinburgh,EDH,EH8 9NG,55.941933,-3.1838281000000004,3.5,12,1,Japanese;Korean;Restaurants
92183,pL82g1tyHh7iA-ZDRLRj8A,"""Rumblin' Tum""","""235 Saint John's Rd, Corstorphine""",Edinburgh,EDH,EH12 7XA,55.9430522,-3.2877964,3.5,5,1,Restaurants;Sandwiches
92341,JZP7RcfLGZqp5StR4-JPXw,"""The Clock""","""125 Dalry Road""",Edinburgh,EDH,EH11 2,55.9431363,-3.2203961,4.5,20,1,Coffee & Tea;Burgers;Sandwiches;Restaurants;Food
92548,UjZvat83xMQhCWh4EEOJ-Q,"""The Tailend""","""14-15 Albert Place, Leith Walk""",Edinburgh,EDH,EH7 5HN,55.962096900000006,-3.1793283,4.5,62,1,Restaurants;Fish & Chips
92997,viaZd00GMrVzC3YqvENHmg,"""Cha Cha Laca""","""87 Hanover Street""",Edinburgh,EDH,EH2 1EE,55.954030700000004,-3.1971025,2.5,9,1,Mexican;Restaurants
93011,00_WNETyUL8CqyhMBdvbvw,"""Bites""","""33 Elm Row, Leith Walk""",Edinburgh,EDH,EH7 4AH,55.9595435,-3.1826089,4.5,6,0,Food;Fast Food;Coffee & Tea;Restaurants
93107,vhS_Ra3In6mfWjmC-ohiCg,"""Zara's Mediterranean Bistro""","""176 Rose Street""",Edinburgh,EDH,EH2 4BA,55.951577,-3.2041470000000003,4.5,10,1,Turkish;Mediterranean;Restaurants
93242,fMOZUIQQrQH7bFi5wA7jlQ,"""Domino's Pizza""","""119/121 Leith Walk""",Edinburgh,EDH,EH6 8NP,55.9684753418,-3.1731669903,4.0,3,1,Pizza;Restaurants
93270,YHlpp0gYBcxL_YXZepT69g,"""All Bar One""","""Clydesdale Bank Plaza, 50 Lothian Road""",Edinburgh,EDH,EH3 9BY,55.9473937766,-3.2069541253,3.0,15,1,Pubs;Bars;Restaurants;Wine Bars;Nightlife;British
93437,rKCagFbRErioKUAOow87tA,"""Oink""","""82 Canongate""",Edinburgh,MLN,EH8 8BZ,55.9520532,-3.1768416,4.5,32,1,Fast Food;Restaurants;Sandwiches
93490,S-paZz_5qodGSWaizuFXgA,"""Kampung Ali - Arcade""","""28 North Bridge""",Edinburgh,EDH,EH1 1QG,55.9506201542,-3.1882267124,4.0,3,1,Malaysian;Restaurants
93678,TDgV70xYZOR5CHOqlOIYyQ,"""No 1 Chinese""","""38-39 Elm Row""",Edinburgh,EDH,EH7 4AH,55.9596744,-3.182432,2.5,9,1,Japanese;Restaurants;Chinese
93773,483pQIBo1rxjZqms1s6V2Q,"""The Everest""","""52 Home Street""",Edinburgh,EDH,EH3 9,55.942350399999995,-3.2036595,4.5,9,1,Indian;Restaurants
94028,WXLyDOLgHew0U6ruP2Orog,"""Tusitala Grill & Bar""","""Fairmilehead, 47 Buckstone Terrace""",Edinburgh,EDH,EH10 6QJ,55.905136,-3.2072279999999997,2.0,8,0,Italian;Restaurants
94076,OilKQPdBj3rD7eZDF5OENQ,"""Pizza Express""","""1 Deanhaugh Street""",Edinburgh,EDH,EH4 1LU,55.958199165699995,-3.2086819725,3.5,19,1,Restaurants;Pizza;Italian
94092,ffo2pwRE98DUzMiw4G6GYw,"""Street Box""","""53 Raeburn Pl""",Edinburgh,EDH,EH4 1HX,55.9589233,-3.2122622000000005,4.0,8,1,Food Delivery Services;Thai;Restaurants;Food
94542,fJidedaicLPRDQ6-q6BQJg,"""The Booking Office""","""17 Waverley Bridge""",Edinburgh,EDH,EH1 1BQ,55.9516772807,-3.1912979563,4.0,8,1,Bars;Nightlife;Restaurants;Pubs
94824,0-m97wbqNoJxkis_48rOSA,"""Jade Palace""","""212 Dalkeith Road""",Edinburgh,EDH,EH16 5DT,55.933088600000005,-3.1662217999999998,2.5,8,1,Restaurants;Fast Food
94890,vCVTKIeIL55vjhWImBrpSA,"""Nawroz""","""26-30 Potterrow""",Edinburgh,EDH,EH8 9BT,55.945318900000004,-3.1864578,4.5,10,1,Restaurants;Middle Eastern
95001,yz5hvi8ca-czBqrks577Xg,"""Victor & Carina Contini The Scottish Cafe and Restaurant""","""National Gallery Complex, The Mound""",Edinburgh,EDH,EH2 2EL,55.95078839999999,-3.1962074,4.0,25,1,Breakfast & Brunch;Food;Restaurants;British;Coffee & Tea;Tea Rooms;Modern European
95112,RCii7Zijd64GOzSeQF8Ldw,"""CAU Edinburgh""","""15A Castle Street""",Edinburgh,EDH,EH2 3AH,55.951579984,-3.2028204202999997,3.5,5,1,Argentine;Restaurants;Burgers;Vegetarian
95123,gbivYKgxxQ1GlDHatq7pbg,"""The Little Inn""","""St Mary's Street, Old Town""",Edinburgh,EDH,EH8 8,55.949611499999996,-3.1835012000000003,4.5,3,0,Food;Coffee & Tea;Breakfast & Brunch;Fast Food;Restaurants
95153,KNAi8hByY55GiD11sLdVhg,"""Royal Dynasty""","""197 Whitehouse Road""",Edinburgh,EDH,EH4 6BU,55.9615497,-3.3059778,2.5,3,1,Fast Food;Restaurants;Chinese
95496,JqdST5dN1o3kjNqjWBaKhA,"""Yellow Café""","""172 Morningside Rd""",Edinburgh,EDH,EH10 4AX,55.9294509888,-3.2093119620999997,4.5,4,1,Mediterranean;Restaurants
95546,-nYSjgX6l3YIDCRqIM79bA,"""Passorn""","""97 Hanover Street""",Edinburgh,EDH,EH2,55.954513799999994,-3.1977882999999996,3.5,3,1,Restaurants;Thai
95693,xkfXBsu4TmwKpWoNBLruiA,"""NY Bagel Deli""","""3725 Medina Rd, Ste 115""",Medina,OH,44256,41.1379706,-81.8213534,3.5,43,1,Sandwiches;Restaurants;Bagels;Food;Salad
